1985751886700886784,2023-11-26T12:36:33.737+00:00
2105474764078117888,2023-11-26T12:36:33.746+00:00
1451204125223548416,2023-11-26T12:36:33.750+00:00
516121422128792320,2023-11-26T12:36:33.753+00:00
483361104631444224,2023-11-26T12:36:33.756+00:00
1362038380954000384,2023-11-26T12:36:33.758+00:00
1115293583699705088,2023-11-26T12:36:33.762+00:00
1914904273928644352,2023-11-26T12:36:33.764+00:00
1652304761034159104,2023-11-26T12:36:33.768+00:00
2012761960392176128,2023-11-26T12:36:33.772+00:00
341378181785025536,2023-11-26T12:36:33.775+00:00
2297161706056776448,2023-11-26T12:36:33.777+00:00
1038523432080365568,2023-11-26T12:36:33.779+00:00
621882566205352704,2023-11-26T12:36:33.781+00:00
2141151011391749120,2023-11-26T12:36:33.783+00:00
1641705869580357376,2023-11-26T12:36:33.785+00:00
1955251999264390656,2023-11-26T12:36:33.787+00:00
1241312466501224192,2023-11-26T12:36:33.788+00:00
216688795975777280,2023-11-26T12:36:33.790+00:00
518877154684852992,2023-11-26T12:36:33.792+00:00
224817759700900096,2023-11-26T12:36:33.795+00:00
1038697259645082368,2023-11-26T12:36:33.798+00:00
1443931190233022976,2023-11-26T12:36:33.802+00:00
1946346512881918208,2023-11-26T12:36:33.805+00:00
140194128473990656,2023-11-26T12:36:33.809+00:00
1309422345368260352,2023-11-26T12:36:33.812+00:00
1515056094315285248,2023-11-26T12:36:33.817+00:00
1063294358990230784,2023-11-26T12:36:33.821+00:00
1014655641878690048,2023-11-26T12:36:33.824+00:00
1441939305271917056,2023-11-26T12:36:33.828+00:00
1001289356172255488,2023-11-26T12:36:33.832+00:00
1045996453171823616,2023-11-26T12:36:33.836+00:00
60374324280962304,2023-11-26T12:36:33.839+00:00
1973777104856273152,2023-11-26T12:36:33.843+00:00
1801697729325991680,2023-11-26T12:36:33.846+00:00
309256522300918272,2023-11-26T12:36:33.850+00:00
263925644873925376,2023-11-26T12:36:33.854+00:00
1252874505839956480,2023-11-26T12:36:33.858+00:00
1486430396942326528,2023-11-26T12:36:33.861+00:00
1452661701490488576,2023-11-26T12:36:33.865+00:00
1785177064272019456,2023-11-26T12:36:33.869+00:00
493130099708206336,2023-11-26T12:36:33.872+00:00
630865847601092096,2023-11-26T12:36:33.876+00:00
2157291678949730048,2023-11-26T12:36:33.880+00:00
724204315568389120,2023-11-26T12:36:33.883+00:00
953474343268747008,2023-11-26T12:36:33.887+00:00
1607178833537662208,2023-11-26T12:36:33.891+00:00
1647624133345333760,2023-11-26T12:36:33.895+00:00
1214776432938582272,2023-11-26T12:36:33.899+00:00
1577267307033655296,2023-11-26T12:36:33.902+00:00
411911009535686144,2023-11-26T12:36:33.906+00:00
103142544553852672,2023-11-26T12:36:33.910+00:00
1584467644673779456,2023-11-26T12:36:33.913+00:00
1434629373790124544,2023-11-26T12:36:33.917+00:00
2184325664055588864,2023-11-26T12:36:33.921+00:00
1032881819928471040,2023-11-26T12:36:33.924+00:00
2231084391315224320,2023-11-26T12:36:33.928+00:00
2024199613549208832,2023-11-26T12:36:33.933+00:00
1750425348619112192,2023-11-26T12:36:33.937+00:00
335136123904833536,2023-11-26T12:36:33.943+00:00
1507506038096703744,2023-11-26T12:36:33.947+00:00
1251422351442313472,2023-11-26T12:36:33.950+00:00
1757749658833875200,2023-11-26T12:36:33.953+00:00
192594306045461504,2023-11-26T12:36:33.957+00:00
1459452760238095616,2023-11-26T12:36:33.961+00:00
2184937603823306752,2023-11-26T12:36:33.965+00:00
1561992663761457152,2023-11-26T12:36:33.968+00:00
2185913259140907776,2023-11-26T12:36:33.971+00:00
1034026162932698368,2023-11-26T12:36:33.974+00:00
1875052565167419648,2023-11-26T12:36:33.978+00:00
599600421173158144,2023-11-26T12:36:33.982+00:00
1764622595737524736,2023-11-26T12:36:33.986+00:00
1556022772352741888,2023-11-26T12:36:33.990+00:00
1798926501242144768,2023-11-26T12:36:33.993+00:00
49379946788625152,2023-11-26T12:36:33.996+00:00
882749489548038144,2023-11-26T12:36:34.000+00:00
56063259046336256,2023-11-26T12:36:34.005+00:00
1668764727408860160,2023-11-26T12:36:34.009+00:00
386039870689408512,2023-11-26T12:36:34.014+00:00
1593930196302892288,2023-11-26T12:36:34.018+00:00
1757922958961530880,2023-11-26T12:36:34.021+00:00
290207553321154560,2023-11-26T12:36:34.025+00:00
599456706331785472,2023-11-26T12:36:34.029+00:00
333399956159470080,2023-11-26T12:36:34.033+00:00
417667415165080320,2023-11-26T12:36:34.036+00:00
461019545270432512,2023-11-26T12:36:34.040+00:00
92297601172541440,2023-11-26T12:36:34.043+00:00
666779115176228096,2023-11-26T12:36:34.047+00:00
619748737388894976,2023-11-26T12:36:34.050+00:00
431121248617644288,2023-11-26T12:36:34.054+00:00
1664155672643462400,2023-11-26T12:36:34.057+00:00
870354531081723648,2023-11-26T12:36:34.061+00:00
1364161048983878656,2023-11-26T12:36:34.065+00:00
475959459962951168,2023-11-26T12:36:34.069+00:00
1427076628376039936,2023-11-26T12:36:34.073+00:00
2301953411046712576,2023-11-26T12:36:34.077+00:00
1084169307310210304,2023-11-26T12:36:34.081+00:00
2072526562948506112,2023-11-26T12:36:34.087+00:00
1866235369355652608,2023-11-26T12:36:34.091+00:00
689088899826873344,2023-11-26T12:36:34.095+00:00
116127818717801984,2023-11-26T12:36:34.099+00:00
670767245190133760,2023-11-26T12:36:34.103+00:00
1793708614827710976,2023-11-26T12:36:34.106+00:00
46833886113198848,2023-11-26T12:36:34.110+00:00
467171561308501760,2023-11-26T12:36:34.114+00:00
678116034900438528,2023-11-26T12:36:34.118+00:00
1918896530373368064,2023-11-26T12:36:34.121+00:00
1594968683602345216,2023-11-26T12:36:34.124+00:00
483221331501560832,2023-11-26T12:36:34.128+00:00
818942560708561920,2023-11-26T12:36:34.131+00:00
763186413291376384,2023-11-26T12:36:34.136+00:00
1957524056156912640,2023-11-26T12:36:34.141+00:00
1244017714821972224,2023-11-26T12:36:34.144+00:00
1996200007125476864,2023-11-26T12:36:34.148+00:00
1511017047561313024,2023-11-26T12:36:34.152+00:00
1282340511211326208,2023-11-26T12:36:34.155+00:00
1173791787994632704,2023-11-26T12:36:34.159+00:00
1896453273691779840,2023-11-26T12:36:34.163+00:00
122943461274768384,2023-11-26T12:36:34.166+00:00
1837972330402218496,2023-11-26T12:36:34.170+00:00
777904245675523328,2023-11-26T12:36:34.174+00:00
2132929656954278912,2023-11-26T12:36:34.178+00:00
500971417814456832,2023-11-26T12:36:34.182+00:00
2269123937821590784,2023-11-26T12:36:34.186+00:00
1139264667027736320,2023-11-26T12:36:34.189+00:00
848065463474251264,2023-11-26T12:36:34.193+00:00
473926326571101440,2023-11-26T12:36:34.198+00:00
426276587275661312,2023-11-26T12:36:34.202+00:00
2137188432126391296,2023-11-26T12:36:34.205+00:00
2220396385470880512,2023-11-26T12:36:34.209+00:00
1547923471825177344,2023-11-26T12:36:34.212+00:00
1173157768002012928,2023-11-26T12:36:34.216+00:00
1538290003082322432,2023-11-26T12:36:34.220+00:00
1181149001678196992,2023-11-26T12:36:34.225+00:00
1572851896767529216,2023-11-26T12:36:34.230+00:00
1172436675615529728,2023-11-26T12:36:34.234+00:00
2069547516360695296,2023-11-26T12:36:34.238+00:00
1828976501813193216,2023-11-26T12:36:34.242+00:00
1843016394044683776,2023-11-26T12:36:34.246+00:00
1418515432625355008,2023-11-26T12:36:34.250+00:00
1019746632561972480,2023-11-26T12:36:34.253+00:00
2069362155870135040,2023-11-26T12:36:34.258+00:00
1384291976824550912,2023-11-26T12:36:34.262+00:00
843630740199107328,2023-11-26T12:36:34.266+00:00
795551267032836096,2023-11-26T12:36:34.270+00:00
825441868296544512,2023-11-26T12:36:34.274+00:00
1646634953537617408,2023-11-26T12:36:34.280+00:00
1910625619937713152,2023-11-26T12:36:34.287+00:00
1493131928228300800,2023-11-26T12:36:34.290+00:00
1674888370726114560,2023-11-26T12:36:34.294+00:00
1367156581656451072,2023-11-26T12:36:34.298+00:00
1263093676097034496,2023-11-26T12:36:34.303+00:00
1914860480111323392,2023-11-26T12:36:34.307+00:00
87708191346881024,2023-11-26T12:36:34.311+00:00
634330256164339968,2023-11-26T12:36:34.316+00:00
1545212671180463104,2023-11-26T12:36:34.320+00:00
927917805485550080,2023-11-26T12:36:34.324+00:00
1726726292002400512,2023-11-26T12:36:34.328+00:00
655999859959173120,2023-11-26T12:36:34.331+00:00
1221332828107276288,2023-11-26T12:36:34.336+00:00
1642469260578501632,2023-11-26T12:36:34.340+00:00
1418454537514293248,2023-11-26T12:36:34.344+00:00
2213068956734541312,2023-11-26T12:36:34.350+00:00
1198541215795269888,2023-11-26T12:36:34.355+00:00
38248877547422720,2023-11-26T12:36:34.359+00:00
1481366882101895936,2023-11-26T12:36:34.363+00:00
335915448474425344,2023-11-26T12:36:34.368+00:00
1520756625881893376,2023-11-26T12:36:34.372+00:00
2245373413504607232,2023-11-26T12:36:34.376+00:00
1440329918309779712,2023-11-26T12:36:34.380+00:00
879375027086245376,2023-11-26T12:36:34.384+00:00
